BookingID,CustomerID,TurfID,BookingDate,BookingTime,SlotStartTime,SlotEndTime,DurationHours,NumberOfPlayers,SportType,Amount,BookingStatus,BookingChannel,PromoCodeUsed
BKG007452,CUST01051,TURF030,2026-04-04,06:13:07,19:00,20:00,1,17,Football,2500,Cancelled,Walk-in,WEEKEND10
BKG007453,CUST01774,TURF049,2025-08-25,22:14:05,16:00,17:00,1,18,Tennis,800,Completed,Phone Call,FIRST50
BKG007454,CUST02421,TURF038,2024-10-20,21:11:11,07:00,08:00,1,6,Tennis,800,Completed,Phone Call,FIRST50
BKG007455,CUST00816,TURF049,2024-10-04,15:34:16,10:00,11:00,1,22,Tennis,800,Completed,Phone Call,NONE
BKG007456,CUST01553,TURF046,2025-07-20,18:46:29,18:00,19:00,1,18,Football,800,Completed,Walk-in,NONE
BKG007457,CUST02016,TURF002,2026-05-21,23:35:25,09:00,10:00,1,16,Basketball,2500,Confirmed,Phone Call,FIRST50
BKG007458,CUST01404,TURF026,2026-02-27,14:55:35,09:00,10:00,1,22,Basketball,1500,Pending,Website,NONE
BKG007459,CUST01393,TURF047,2025-11-26,07:34:59,17:00,18:00,1,11,Pickleball,1200,Confirmed,Mobile App,NONE
BKG007460,CUST02224,TURF004,2024-08-05,04:19:42,18:00,19:00,1,18,Football,1000,Completed,Website,NONE
BKG007461,CUST01978,TURF007,2024-03-26,00:57:11,14:00,15:00,1,13,Pickleball,1500,Pending,Website,WEEKEND10
BKG007462,CUST00492,TURF005,2024-03-25,05:06:16,14:00,15:00,1,5,Badminton,1200,Cancelled,Walk-in,NONE
BKG007463,CUST00304,TURF034,2026-03-03,12:15:40,14:00,15:00,1,17,Tennis,1200,Confirmed,Phone Call,NONE
BKG007464,CUST01760,TURF018,2024-09-04,19:20:36,08:00,09:00,1,10,Pickleball,1200,Confirmed,Website,FIRST50
BKG007465,CUST00526,TURF025,2024-11-15,10:13:47,12:00,13:00,1,5,Pickleball,2500,Confirmed,Walk-in,SUMMER20
BKG007466,CUST01961,TURF014,2025-10-14,05:06:21,07:00,08:00,1,16,Basketball,1500,Completed,Mobile App,NONE
BKG007467,CUST01850,TURF024,2024-10-16,02:12:47,22:00,23:00,1,18,Volleyball,1000,Completed,Website,NONE
BKG007468,CUST01167,TURF031,2026-05-20,10:39:41,21:00,22:00,1,17,Football,2000,No-Show,Website,FIRST50
BKG007469,CUST00300,TURF012,2025-11-19,05:47:12,20:00,21:00,1,7,Badminton,1000,Completed,Website,NONE
BKG007470,CUST00507,TURF008,2025-03-03,22:45:08,07:00,08:00,1,5,Cricket,1000,Confirmed,Walk-in,NONE
BKG007471,CUST01211,TURF024,2025-04-09,11:49:15,20:00,21:00,1,5,Volleyball,1000,Confirmed,Website,FLAT100
BKG007472,CUST02114,TURF004,2024-08-28,15:11:35,15:00,16:00,1,19,Football,1000,Pending,Mobile App,WEEKEND10
BKG007473,CUST01602,TURF018,2024-04-02,06:19:49,12:00,13:00,1,6,Pickleball,1200,Pending,Phone Call,NONE
BKG007474,CUST00596,TURF018,2024-08-21,23:47:29,20:00,21:00,1,13,Pickleball,1200,No-Show,Phone Call,NONE
BKG007475,CUST00016,TURF044,2025-09-18,09:32:17,14:00,15:00,1,4,Hockey,1000,Confirmed,Walk-in,NONE
BKG007476,CUST00070,TURF007,2025-03-08,19:02:47,13:00,14:00,1,5,Pickleball,1500,Cancelled,Walk-in,NONE
BKG007477,CUST02194,TURF021,2025-05-31,20:53:25,15:00,16:00,1,6,Tennis,2500,Confirmed,Walk-in,WEEKEND10
BKG007478,CUST01152,TURF027,2024-05-14,19:53:35,13:00,14:00,1,5,Badminton,1800,Completed,Walk-in,WEEKEND10
BKG007479,CUST00821,TURF029,2024-07-09,15:36:57,13:00,14:00,1,7,Pickleball,2000,Confirmed,Walk-in,FIRST50
BKG007480,CUST00657,TURF019,2024-09-19,04:49:53,19:00,20:00,1,10,Football,1000,Confirmed,Walk-in,NONE
BKG007481,CUST02079,TURF008,2026-01-20,04:06:08,14:00,15:00,1,13,Cricket,1000,Completed,Website,NONE
BKG007482,CUST02304,TURF001,2025-02-04,02:40:30,10:00,11:00,1,22,Basketball,1000,Cancelled,Walk-in,NONE
BKG007483,CUST02318,TURF025,2026-02-27,12:28:30,22:00,23:00,1,17,Pickleball,2500,Pending,Walk-in,NONE
BKG007484,CUST00466,TURF020,2024-12-03,00:10:17,09:00,10:00,1,17,Basketball,1500,Completed,Website,NONE
BKG007485,CUST00531,TURF007,2025-03-08,22:23:56,20:00,21:00,1,22,Pickleball,1500,Completed,Website,FIRST50
BKG007486,CUST01832,TURF046,2025-02-21,20:26:08,19:00,20:00,1,6,Football,800,Confirmed,Website,NONE
BKG007487,CUST00089,TURF047,2025-06-05,14:52:25,15:00,16:00,1,9,Pickleball,1200,Confirmed,Mobile App,NONE
BKG007488,CUST01512,TURF009,2025-11-05,14:17:13,14:00,15:00,1,11,Badminton,1000,Completed,Walk-in,NONE
BKG007489,CUST00621,TURF002,2024-04-20,16:47:21,19:00,20:00,1,12,Basketball,2500,Confirmed,Mobile App,NONE
BKG007490,CUST01732,TURF030,2026-01-17,11:52:31,15:00,16:00,1,10,Football,2500,Pending,Mobile App,NONE
BKG007491,CUST02200,TURF032,2024-05-20,18:12:31,22:00,23:00,1,9,Cricket,800,Confirmed,Phone Call,NONE
BKG007492,CUST00060,TURF004,2025-03-05,07:41:03,10:00,11:00,1,11,Football,1000,Completed,Walk-in,NONE
BKG007493,CUST02294,TURF006,2026-06-08,07:11:21,19:00,20:00,1,9,Cricket,1500,Completed,Mobile App,NONE
BKG007494,CUST01159,TURF006,2024-01-11,02:27:13,06:00,07:00,1,4,Cricket,1500,Confirmed,Website,SUMMER20
BKG007495,CUST01608,TURF023,2024-08-30,22:47:48,07:00,08:00,1,21,Tennis,1500,Cancelled,Mobile App,NONE
BKG007496,CUST00426,TURF027,2024-04-18,02:02:53,10:00,11:00,1,4,Badminton,1800,No-Show,Website,WEEKEND10
BKG007497,CUST02307,TURF016,2025-12-26,12:06:06,12:00,13:00,1,6,Cricket,2000,Completed,Website,FLAT100
BKG007498,CUST00060,TURF049,2026-03-09,01:00:41,10:00,11:00,1,19,Tennis,800,Confirmed,Website,FLAT100
BKG007499,CUST00901,TURF046,2026-03-03,13:19:33,19:00,20:00,1,22,Football,800,Confirmed,Mobile App,NONE
BKG007500,CUST01643,TURF035,2026-03-17,19:37:17,06:00,07:00,1,9,Volleyball,800,Completed,Walk-in,FIRST50
BKG007501,CUST00416,TURF025,2024-04-27,18:21:30,12:00,13:00,1,5,Pickleball,2500,Confirmed,Mobile App,SUMMER20
BKG007502,CUST00190,TURF002,2025-11-05,06:54:26,10:00,11:00,1,17,Basketball,2500,Confirmed,Website,NONE
BKG007503,CUST02014,TURF009,2024-10-12,00:40:39,22:00,23:00,1,21,Badminton,1000,Completed,Mobile App,NONE
BKG007504,CUST01620,TURF019,2025-03-31,12:29:07,15:00,16:00,1,11,Football,1000,Confirmed,Website,NONE
BKG007505,CUST00343,TURF050,2024-01-08,05:06:55,10:00,11:00,1,12,Badminton,1800,Pending,Website,NONE
BKG007506,CUST02231,TURF043,2026-03-22,22:56:02,13:00,14:00,1,9,Volleyball,1500,Completed,Phone Call,WEEKEND10
BKG007507,CUST02079,TURF045,2024-11-23,16:40:05,15:00,16:00,1,22,Hockey,2500,Cancelled,Mobile App,NONE
BKG007508,CUST02445,TURF029,2024-04-13,20:12:29,14:00,15:00,1,7,Pickleball,2000,Completed,Mobile App,WEEKEND10
BKG007509,CUST02464,TURF019,2024-03-12,05:17:31,13:00,14:00,1,8,Football,1000,Confirmed,Website,NONE
BKG007510,CUST01142,TURF034,2024-08-04,04:36:50,16:00,17:00,1,13,Tennis,1200,Pending,Website,NONE
BKG007511,CUST01841,TURF018,2025-04-24,09:56:33,17:00,18:00,1,17,Pickleball,1200,Confirmed,Mobile App,WEEKEND10
BKG007512,CUST01841,TURF024,2025-03-22,19:09:21,11:00,12:00,1,17,Volleyball,1000,Confirmed,Mobile App,NONE
BKG007513,CUST01757,TURF045,2024-03-13,19:24:39,14:00,15:00,1,20,Hockey,2500,Completed,Phone Call,NONE
BKG007514,CUST00143,TURF037,2025-09-26,19:30:40,09:00,10:00,1,10,Tennis,1500,Completed,Mobile App,WEEKEND10
BKG007515,CUST02098,TURF043,2024-02-08,12:53:24,17:00,18:00,1,12,Volleyball,1500,Cancelled,Phone Call,NONE
BKG007516,CUST01401,TURF029,2024-07-30,11:16:16,15:00,16:00,1,13,Pickleball,2000,Completed,Mobile App,SUMMER20
BKG007517,CUST00293,TURF043,2024-02-17,20:42:29,20:00,21:00,1,21,Volleyball,1500,Confirmed,Mobile App,FLAT100
BKG007518,CUST00751,TURF022,2025-06-13,00:23:06,18:00,19:00,1,12,Volleyball,1800,Completed,Walk-in,WEEKEND10
BKG007519,CUST02344,TURF030,2025-06-25,19:05:21,20:00,21:00,1,14,Football,2500,Completed,Mobile App,WEEKEND10
BKG007520,CUST00035,TURF019,2025-11-10,11:55:01,12:00,13:00,1,9,Football,1000,Confirmed,Phone Call,FLAT100
BKG007521,CUST00949,TURF049,2024-12-20,05:59:54,07:00,08:00,1,15,Tennis,800,Confirmed,Walk-in,WEEKEND10
BKG007522,CUST00006,TURF044,2024-11-16,14:52:40,08:00,09:00,1,13,Hockey,1000,Completed,Walk-in,FLAT100
BKG007523,CUST02314,TURF020,2026-02-26,07:04:32,14:00,15:00,1,18,Basketball,1500,Confirmed,Phone Call,NONE
BKG007524,CUST02124,TURF005,2025-01-26,02:05:30,17:00,18:00,1,5,Badminton,1200,Pending,Website,FIRST50
BKG007525,CUST00581,TURF029,2025-06-10,21:34:39,09:00,10:00,1,22,Pickleball,2000,Confirmed,Phone Call,WEEKEND10
BKG007526,CUST02359,TURF031,2024-12-28,08:31:37,07:00,08:00,1,11,Football,2000,No-Show,Mobile App,NONE
BKG007527,CUST00672,TURF034,2025-10-18,12:51:09,21:00,22:00,1,9,Tennis,1200,Cancelled,Mobile App,NONE
BKG007528,CUST01803,TURF027,2026-03-12,21:01:05,13:00,14:00,1,14,Badminton,1800,Completed,Website,NONE
BKG007529,CUST00471,TURF031,2024-01-06,07:10:15,17:00,18:00,1,18,Football,2000,No-Show,Website,NONE
BKG007530,CUST02002,TURF046,2024-11-03,01:49:07,17:00,18:00,1,22,Football,800,Completed,Walk-in,WEEKEND10
BKG007531,CUST00047,TURF027,2024-11-14,10:23:09,16:00,17:00,1,19,Badminton,1800,Completed,Phone Call,NONE
BKG007532,CUST00431,TURF038,2024-07-28,07:24:24,18:00,19:00,1,6,Tennis,800,Confirmed,Website,SUMMER20
BKG007533,CUST02212,TURF035,2025-11-23,13:31:05,22:00,23:00,1,5,Volleyball,800,Confirmed,Website,NONE
BKG007534,CUST00142,TURF032,2026-03-29,00:46:40,19:00,20:00,1,22,Cricket,800,Confirmed,Phone Call,NONE
BKG007535,CUST00662,TURF027,2026-03-29,02:37:53,19:00,20:00,1,15,Badminton,1800,Cancelled,Walk-in,NONE
BKG007536,CUST02230,TURF050,2026-03-29,04:26:41,09:00,10:00,1,9,Badminton,1800,No-Show,Walk-in,NONE
BKG007537,CUST01899,TURF034,2025-06-12,16:44:17,12:00,13:00,1,20,Tennis,1200,Completed,Website,NONE
BKG007538,CUST01195,TURF048,2026-06-09,03:07:23,12:00,13:00,1,20,Tennis,1800,Completed,Walk-in,FLAT100
BKG007539,CUST00851,TURF011,2024-04-17,16:57:46,19:00,20:00,1,13,Volleyball,2500,Completed,Website,NONE
BKG007540,CUST02156,TURF021,2024-10-07,18:38:17,09:00,10:00,1,18,Tennis,2500,Confirmed,Website,FIRST50
BKG007541,CUST02466,TURF018,2024-02-18,19:56:07,07:00,08:00,1,17,Pickleball,1200,Completed,Website,FIRST50
BKG007542,CUST01596,TURF045,2026-05-19,22:44:09,16:00,17:00,1,20,Hockey,2500,Confirmed,Website,NONE
BKG007543,CUST02083,TURF004,2024-12-10,19:20:11,10:00,11:00,1,20,Football,1000,No-Show,Mobile App,NONE
BKG007544,CUST00358,TURF014,2024-09-10,14:40:12,11:00,12:00,1,11,Basketball,1500,Confirmed,Walk-in,NONE
BKG007545,CUST00301,TURF003,2025-04-27,09:12:10,22:00,23:00,1,10,Cricket,1000,Completed,Walk-in,SUMMER20
BKG007546,CUST00075,TURF046,2024-07-24,07:20:29,08:00,09:00,1,18,Football,800,Cancelled,Mobile App,NONE
BKG007547,CUST00551,TURF048,2025-12-29,00:45:10,11:00,12:00,1,21,Tennis,1800,Completed,Phone Call,NONE
BKG007548,CUST02135,TURF021,2024-09-23,09:46:46,10:00,11:00,1,15,Tennis,2500,Completed,Website,NONE
BKG007549,CUST00697,TURF015,2026-05-19,16:20:47,19:00,20:00,1,12,Football,2500,Confirmed,Walk-in,WEEKEND10
BKG007550,CUST00800,TURF047,2024-11-03,03:50:49,12:00,13:00,1,12,Pickleball,1200,No-Show,Mobile App,FLAT100
BKG007551,CUST02276,TURF004,2026-01-12,20:51:04,08:00,09:00,1,21,Football,1000,Completed,Walk-in,FIRST50
BKG007552,CUST02171,TURF016,2024-08-20,17:11:54,17:00,18:00,1,12,Cricket,2000,Confirmed,Phone Call,FLAT100
BKG007553,CUST02467,TURF050,2024-04-23,16:45:58,21:00,22:00,1,19,Badminton,1800,Completed,Mobile App,NONE
BKG007554,CUST01805,TURF024,2026-04-28,08:02:01,08:00,09:00,1,7,Volleyball,1000,Confirmed,Website,NONE
BKG007555,CUST00973,TURF009,2024-09-12,02:50:17,06:00,07:00,1,13,Badminton,1000,Completed,Mobile App,FLAT100
BKG007556,CUST00631,TURF040,2024-01-07,18:06:46,13:00,14:00,1,5,Basketball,2000,Cancelled,Phone Call,NONE
BKG007557,CUST00358,TURF002,2024-07-14,04:35:51,07:00,08:00,1,10,Basketball,2500,Confirmed,Walk-in,NONE
BKG007558,CUST00149,TURF018,2024-09-20,11:52:29,07:00,08:00,1,9,Pickleball,1200,Completed,Phone Call,NONE
BKG007559,CUST01839,TURF024,2024-04-03,15:32:59,06:00,07:00,1,16,Volleyball,1000,Pending,Phone Call,FIRST50
BKG007560,CUST01052,TURF038,2025-11-27,23:23:57,19:00,20:00,1,6,Tennis,800,Completed,Walk-in,SUMMER20
BKG007561,CUST00977,TURF040,2026-02-01,06:25:04,10:00,11:00,1,10,Basketball,2000,Completed,Phone Call,WEEKEND10
BKG007562,CUST00298,TURF030,2026-04-08,22:34:59,20:00,21:00,1,16,Football,2500,Completed,Walk-in,FIRST50
BKG007563,CUST00834,TURF031,2025-03-23,14:08:11,09:00,10:00,1,5,Football,2000,Cancelled,Website,NONE
BKG007564,CUST01015,TURF018,2025-02-23,15:38:29,08:00,09:00,1,21,Pickleball,1200,Confirmed,Mobile App,NONE
BKG007565,CUST02042,TURF040,2025-05-24,11:49:36,13:00,14:00,1,6,Basketball,2000,Confirmed,Phone Call,FIRST50
BKG007566,CUST00871,TURF036,2026-04-03,15:05:32,08:00,09:00,1,19,Cricket,2500,Completed,Mobile App,SUMMER20
BKG007567,CUST01677,TURF046,2025-02-24,09:22:01,20:00,21:00,1,19,Football,800,Confirmed,Mobile App,NONE
BKG007568,CUST02434,TURF039,2024-08-19,04:03:09,11:00,12:00,1,14,Cricket,2500,Completed,Mobile App,FLAT100
BKG007569,CUST00554,TURF046,2025-08-31,05:41:29,13:00,14:00,1,5,Football,800,Confirmed,Website,NONE
BKG007570,CUST01487,TURF018,2025-04-29,22:05:35,07:00,08:00,1,19,Pickleball,1200,Confirmed,Phone Call,FIRST50
BKG007571,CUST02081,TURF010,2024-08-16,10:42:35,20:00,21:00,1,11,Pickleball,2500,Completed,Mobile App,FLAT100
BKG007572,CUST00343,TURF009,2024-08-08,08:18:40,16:00,17:00,1,21,Badminton,1000,Completed,Website,NONE
BKG007573,CUST00559,TURF026,2024-08-28,12:26:20,20:00,21:00,1,18,Basketball,1500,Confirmed,Phone Call,NONE
BKG007574,CUST02278,TURF012,2025-06-05,18:30:21,17:00,18:00,1,10,Badminton,1000,Completed,Mobile App,NONE
BKG007575,CUST00723,TURF011,2025-04-30,16:53:49,19:00,20:00,1,13,Volleyball,2500,Completed,Mobile App,WEEKEND10
BKG007576,CUST00937,TURF010,2025-02-16,01:06:19,10:00,11:00,1,8,Pickleball,2500,Completed,Phone Call,FIRST50
BKG007577,CUST00292,TURF008,2026-02-01,01:46:38,22:00,23:00,1,15,Cricket,1000,Cancelled,Walk-in,WEEKEND10
BKG007578,CUST00097,TURF028,2024-08-12,16:28:42,07:00,08:00,1,9,Volleyball,1500,Pending,Walk-in,NONE
BKG007579,CUST01742,TURF025,2025-10-14,01:11:52,19:00,20:00,1,13,Pickleball,2500,Cancelled,Phone Call,NONE
BKG007580,CUST00115,TURF016,2025-01-11,11:51:36,08:00,09:00,1,16,Cricket,2000,Confirmed,Mobile App,FLAT100
BKG007581,CUST00695,TURF004,2024-05-04,06:37:58,11:00,12:00,1,10,Football,1000,Completed,Mobile App,FLAT100
BKG007582,CUST01938,TURF013,2025-02-21,03:21:58,07:00,08:00,1,6,Badminton,1500,Completed,Mobile App,NONE
BKG007583,CUST00769,TURF005,2025-10-23,18:40:33,18:00,19:00,1,15,Badminton,1200,Completed,Walk-in,NONE
BKG007584,CUST01617,TURF005,2024-10-23,01:39:17,12:00,13:00,1,22,Badminton,1200,Completed,Walk-in,FLAT100
BKG007585,CUST00491,TURF044,2025-01-06,04:10:45,06:00,07:00,1,22,Hockey,1000,Cancelled,Mobile App,NONE
BKG007586,CUST01248,TURF025,2024-08-13,18:22:28,17:00,18:00,1,12,Pickleball,2500,Cancelled,Phone Call,NONE
BKG007587,CUST02108,TURF044,2024-10-24,20:46:09,11:00,12:00,1,17,Hockey,1000,Confirmed,Walk-in,NONE
BKG007588,CUST00024,TURF001,2025-07-24,05:14:38,12:00,13:00,1,6,Basketball,1000,No-Show,Phone Call,NONE
BKG007589,CUST01305,TURF021,2024-05-26,17:10:21,15:00,16:00,1,11,Tennis,2500,Cancelled,Phone Call,NONE
BKG007590,CUST00865,TURF030,2024-05-05,20:56:57,17:00,18:00,1,21,Football,2500,Confirmed,Walk-in,NONE
BKG007591,CUST00254,TURF018,2025-07-21,00:48:24,15:00,16:00,1,5,Pickleball,1200,Completed,Phone Call,NONE
BKG007592,CUST02105,TURF031,2024-09-09,09:06:55,21:00,22:00,1,6,Football,2000,Completed,Website,FIRST50
BKG007593,CUST00105,TURF036,2025-01-11,00:41:48,20:00,21:00,1,18,Cricket,2500,Confirmed,Website,NONE
BKG007594,CUST00197,TURF039,2025-11-20,01:45:52,20:00,21:00,1,22,Cricket,2500,Completed,Mobile App,NONE
BKG007595,CUST00659,TURF041,2024-05-22,17:36:23,08:00,09:00,1,4,Volleyball,2000,Completed,Phone Call,FLAT100
BKG007596,CUST00350,TURF027,2024-01-11,00:30:47,16:00,17:00,1,18,Badminton,1800,No-Show,Website,FIRST50
BKG007597,CUST01755,TURF027,2025-02-04,19:33:16,19:00,20:00,1,7,Badminton,1800,Confirmed,Walk-in,NONE
BKG007598,CUST00966,TURF042,2026-02-18,02:05:01,16:00,17:00,1,17,Badminton,1500,Completed,Walk-in,NONE
BKG007599,CUST01996,TURF003,2024-03-07,03:00:51,13:00,14:00,1,12,Cricket,1000,Cancelled,Mobile App,NONE
BKG007600,CUST01986,TURF025,2024-06-24,03:51:26,18:00,19:00,1,12,Pickleball,2500,Completed,Walk-in,NONE
BKG007601,CUST00324,TURF002,2025-09-04,16:27:51,09:00,10:00,1,10,Basketball,2500,Cancelled,Website,FIRST50
BKG007602,CUST01194,TURF044,2024-08-12,23:07:47,07:00,08:00,1,16,Hockey,1000,Completed,Phone Call,FIRST50
BKG007603,CUST01060,TURF050,2025-07-21,02:17:17,06:00,07:00,1,12,Badminton,1800,Cancelled,Website,NONE
BKG007604,CUST00690,TURF008,2025-03-06,12:58:47,18:00,19:00,1,18,Cricket,1000,Confirmed,Walk-in,NONE
BKG007605,CUST01600,TURF024,2025-10-31,06:22:36,19:00,20:00,1,4,Volleyball,1000,Confirmed,Walk-in,NONE
BKG007606,CUST02000,TURF029,2026-03-08,20:19:37,06:00,07:00,1,4,Pickleball,2000,Confirmed,Website,FLAT100
BKG007607,CUST01295,TURF045,2024-05-16,08:19:52,17:00,18:00,1,10,Hockey,2500,Cancelled,Mobile App,NONE
BKG007608,CUST01034,TURF047,2026-03-22,00:39:06,22:00,23:00,1,14,Pickleball,1200,Completed,Website,NONE
BKG007609,CUST02455,TURF015,2025-11-07,21:30:33,07:00,08:00,1,8,Football,2500,Completed,Website,WEEKEND10
BKG007610,CUST01000,TURF034,2024-01-23,17:50:23,16:00,17:00,1,11,Tennis,1200,Confirmed,Walk-in,NONE
BKG007611,CUST02482,TURF011,2024-12-18,06:58:18,12:00,13:00,1,8,Volleyball,2500,Confirmed,Mobile App,NONE
BKG007612,CUST00503,TURF005,2025-05-26,03:54:36,17:00,18:00,1,16,Badminton,1200,Completed,Website,NONE
BKG007613,CUST00747,TURF040,2025-12-01,19:54:50,12:00,13:00,1,22,Basketball,2000,Completed,Phone Call,FIRST50
BKG007614,CUST02119,TURF015,2024-03-15,20:49:08,08:00,09:00,1,22,Football,2500,Cancelled,Phone Call,NONE
BKG007615,CUST01618,TURF012,2026-05-07,11:00:10,10:00,11:00,1,16,Badminton,1000,Confirmed,Phone Call,NONE
BKG007616,CUST01416,TURF034,2024-09-15,17:11:57,08:00,09:00,1,8,Tennis,1200,Completed,Phone Call,NONE
BKG007617,CUST00898,TURF005,2024-09-28,02:47:15,14:00,15:00,1,22,Badminton,1200,Confirmed,Website,NONE
BKG007618,CUST02409,TURF031,2024-11-28,22:22:27,20:00,21:00,1,17,Football,2000,Confirmed,Website,NONE
BKG007619,CUST00035,TURF007,2024-05-25,13:07:48,15:00,16:00,1,7,Pickleball,1500,Confirmed,Phone Call,FIRST50
BKG007620,CUST00610,TURF019,2024-10-10,19:17:38,09:00,10:00,1,9,Football,1000,Completed,Mobile App,NONE
BKG007621,CUST01488,TURF018,2024-11-07,13:15:41,21:00,22:00,1,13,Pickleball,1200,Completed,Walk-in,NONE
BKG007622,CUST01661,TURF030,2024-07-09,04:55:34,13:00,14:00,1,22,Football,2500,Cancelled,Website,NONE
BKG007623,CUST02077,TURF002,2024-04-03,14:48:33,10:00,11:00,1,14,Basketball,2500,Completed,Website,NONE
BKG007624,CUST00252,TURF046,2025-06-19,20:39:19,20:00,21:00,1,11,Football,800,Confirmed,Walk-in,NONE
BKG007625,CUST00387,TURF007,2026-03-23,09:19:33,18:00,19:00,1,12,Pickleball,1500,Completed,Walk-in,NONE
BKG007626,CUST00082,TURF033,2024-12-19,22:35:01,15:00,16:00,1,9,Badminton,1000,Completed,Walk-in,FLAT100
BKG007627,CUST01838,TURF022,2025-11-16,08:48:30,09:00,10:00,1,13,Volleyball,1800,Confirmed,Website,SUMMER20
BKG007628,CUST00612,TURF025,2024-02-02,11:07:46,16:00,17:00,1,18,Pickleball,2500,Confirmed,Mobile App,NONE
BKG007629,CUST00645,TURF005,2025-09-10,01:01:27,18:00,19:00,1,6,Badminton,1200,Confirmed,Mobile App,NONE
BKG007630,CUST01950,TURF018,2024-09-04,02:24:07,11:00,12:00,1,6,Pickleball,1200,Confirmed,Walk-in,FIRST50
BKG007631,CUST02089,TURF013,2024-04-06,20:28:01,18:00,19:00,1,14,Badminton,1500,Confirmed,Walk-in,NONE
BKG007632,CUST01584,TURF001,2025-03-02,15:44:21,21:00,22:00,1,21,Basketball,1000,No-Show,Mobile App,NONE
BKG007633,CUST02417,TURF011,2024-09-08,05:52:09,12:00,13:00,1,18,Volleyball,2500,Cancelled,Walk-in,SUMMER20
BKG007634,CUST02110,TURF002,2024-04-19,03:55:05,11:00,12:00,1,20,Basketball,2500,Confirmed,Phone Call,NONE
BKG007635,CUST01370,TURF025,2026-05-22,08:51:22,22:00,23:00,1,4,Pickleball,2500,Completed,Mobile App,SUMMER20
BKG007636,CUST00266,TURF047,2025-03-02,14:42:27,21:00,22:00,1,7,Pickleball,1200,Confirmed,Phone Call,NONE
BKG007637,CUST00489,TURF007,2025-10-01,10:57:29,08:00,09:00,1,9,Pickleball,1500,Completed,Mobile App,FIRST50
BKG007638,CUST02144,TURF013,2025-08-31,22:09:07,18:00,19:00,1,13,Badminton,1500,Confirmed,Walk-in,FIRST50
BKG007639,CUST01916,TURF046,2024-05-12,03:33:58,09:00,10:00,1,9,Football,800,Confirmed,Walk-in,NONE
BKG007640,CUST01744,TURF012,2024-04-21,01:49:21,15:00,16:00,1,16,Badminton,1000,Confirmed,Website,FIRST50
BKG007641,CUST01284,TURF043,2024-06-08,10:34:54,19:00,20:00,1,16,Volleyball,1500,Completed,Walk-in,NONE
BKG007642,CUST00970,TURF002,2026-03-18,18:06:29,06:00,07:00,1,12,Basketball,2500,Pending,Walk-in,FIRST50
BKG007643,CUST02350,TURF013,2024-05-27,12:13:37,09:00,10:00,1,17,Badminton,1500,Completed,Walk-in,SUMMER20
BKG007644,CUST00548,TURF027,2025-01-25,00:15:59,12:00,13:00,1,6,Badminton,1800,Confirmed,Walk-in,FLAT100
BKG007645,CUST01347,TURF001,2025-12-07,01:59:44,13:00,14:00,1,16,Basketball,1000,Confirmed,Walk-in,NONE
BKG007646,CUST02496,TURF029,2024-05-15,16:48:52,15:00,16:00,1,12,Pickleball,2000,Pending,Mobile App,FLAT100
BKG007647,CUST00777,TURF040,2024-06-15,13:19:27,13:00,14:00,1,11,Basketball,2000,Cancelled,Phone Call,NONE
BKG007648,CUST02260,TURF032,2026-05-31,12:04:42,22:00,23:00,1,12,Cricket,800,Confirmed,Walk-in,NONE
BKG007649,CUST00153,TURF011,2025-03-17,11:03:47,12:00,13:00,1,13,Volleyball,2500,No-Show,Website,NONE
BKG007650,CUST00911,TURF008,2024-02-18,11:19:10,08:00,09:00,1,5,Cricket,1000,Completed,Phone Call,FIRST50
BKG007651,CUST00678,TURF050,2026-01-22,14:11:59,17:00,18:00,1,19,Badminton,1800,Cancelled,Phone Call,NONE
BKG007652,CUST00397,TURF011,2024-06-13,18:32:18,12:00,13:00,1,21,Volleyball,2500,Confirmed,Walk-in,FLAT100
BKG007653,CUST02393,TURF014,2024-04-20,21:24:37,15:00,16:00,1,10,Basketball,1500,Cancelled,Website,SUMMER20
BKG007654,CUST00213,TURF026,2024-12-27,04:14:42,15:00,16:00,1,20,Basketball,1500,No-Show,Phone Call,FLAT100
BKG007655,CUST02292,TURF032,2025-09-04,23:02:02,14:00,15:00,1,17,Cricket,800,Confirmed,Phone Call,NONE
BKG007656,CUST01723,TURF012,2024-04-25,00:59:22,07:00,08:00,1,18,Badminton,1000,Confirmed,Walk-in,NONE
BKG007657,CUST01994,TURF034,2024-03-07,12:53:13,17:00,18:00,1,14,Tennis,1200,Completed,Phone Call,NONE
BKG007658,CUST00777,TURF006,2025-12-20,02:23:59,18:00,19:00,1,13,Cricket,1500,Confirmed,Mobile App,NONE
BKG007659,CUST01848,TURF024,2024-11-16,06:21:49,20:00,21:00,1,14,Volleyball,1000,Completed,Mobile App,NONE
BKG007660,CUST01559,TURF031,2026-04-16,22:06:33,07:00,08:00,1,13,Football,2000,Confirmed,Phone Call,NONE
BKG007661,CUST00768,TURF003,2026-05-31,03:37:27,15:00,16:00,1,13,Cricket,1000,Confirmed,Phone Call,NONE
BKG007662,CUST01550,TURF015,2024-04-14,22:20:56,06:00,07:00,1,10,Football,2500,Completed,Walk-in,NONE
BKG007663,CUST01062,TURF033,2026-05-28,13:53:02,15:00,16:00,1,17,Badminton,1000,Completed,Phone Call,NONE
BKG007664,CUST01185,TURF049,2025-10-13,19:19:05,16:00,17:00,1,11,Tennis,800,Confirmed,Website,NONE
