CancellationID,BookingID,CustomerID,CancellationDate,Reason,CancelledBy,RefundPercentage,RefundAmount,RefundStatus
CNL00907,BKG007535,CUST00662,2026-03-28,Turf Maintenance,Turf Owner,75,1350,Processed
CNL00908,BKG007546,CUST00075,2024-07-23,Power Outage,Customer,100,800,Pending
CNL00909,BKG007556,CUST00631,2024-01-05,Staff Unavailability,Customer,100,2000,Processed
CNL00910,BKG007563,CUST00834,2025-03-21,Personal Emergency,System,50,1000,Processed
CNL00911,BKG007577,CUST00292,2026-01-31,Customer Request,System,100,1000,Not Applicable
CNL00912,BKG007579,CUST01742,2025-10-13,Customer Request,Customer,50,1250,Pending
CNL00913,BKG007585,CUST00491,2025-01-04,Turf Maintenance,System,75,750,Not Applicable
CNL00914,BKG007586,CUST01248,2024-08-11,Personal Emergency,System,100,2500,Processed
CNL00915,BKG007589,CUST01305,2024-05-25,Staff Unavailability,Turf Owner,75,1875,Processed
CNL00916,BKG007599,CUST01996,2024-03-06,Payment Failure,Customer,0,0,Processed
CNL00917,BKG007601,CUST00324,2025-09-03,Staff Unavailability,Turf Owner,25,625,Processed
CNL00918,BKG007603,CUST01060,2025-07-19,Turf Maintenance,System,50,900,Not Applicable
CNL00919,BKG007607,CUST01295,2024-05-15,Turf Maintenance,Turf Owner,0,0,Processed
CNL00920,BKG007614,CUST02119,2024-03-13,Customer Request,Turf Owner,100,2500,Processed
CNL00921,BKG007622,CUST01661,2024-07-07,Payment Failure,System,25,625,Processed
CNL00922,BKG007633,CUST02417,2024-09-06,Weather Conditions,Customer,0,0,Pending
CNL00923,BKG007647,CUST00777,2024-06-14,Weather Conditions,Customer,75,1500,Pending
CNL00924,BKG007651,CUST00678,2026-01-21,Payment Failure,System,75,1350,Pending
CNL00925,BKG007653,CUST02393,2024-04-19,Staff Unavailability,Turf Owner,25,375,Processed
CNL00926,BKG007666,CUST00511,2024-02-22,Weather Conditions,Customer,50,400,Processed
CNL00927,BKG007672,CUST01353,2025-04-25,Staff Unavailability,System,100,2500,Pending
CNL00928,BKG007681,CUST01143,2025-04-02,Personal Emergency,Turf Owner,75,1500,Processed
CNL00929,BKG007685,CUST00273,2025-01-19,Staff Unavailability,Customer,50,400,Not Applicable
CNL00930,BKG007699,CUST02215,2025-01-28,Payment Failure,Turf Owner,75,900,Not Applicable
CNL00931,BKG007703,CUST02321,2025-03-27,Double Booking Error,Turf Owner,75,1350,Pending
CNL00932,BKG007707,CUST00679,2025-10-14,Power Outage,Turf Owner,25,375,Pending
CNL00933,BKG007719,CUST00318,2026-01-20,Weather Conditions,System,50,750,Processed
CNL00934,BKG007726,CUST01543,2024-07-21,Weather Conditions,System,25,375,Processed
CNL00935,BKG007737,CUST00649,2025-08-07,Customer Request,Customer,75,750,Processed
CNL00936,BKG007744,CUST01187,2024-05-06,Double Booking Error,Turf Owner,50,500,Not Applicable
CNL00937,BKG007749,CUST00480,2026-05-21,Power Outage,Turf Owner,50,900,Pending
CNL00938,BKG007755,CUST01063,2024-02-07,Weather Conditions,System,75,1500,Processed
CNL00939,BKG007757,CUST02492,2026-03-17,Turf Maintenance,Turf Owner,100,2500,Processed
CNL00940,BKG007768,CUST02321,2024-02-09,Weather Conditions,System,100,1000,Processed
CNL00941,BKG007780,CUST01493,2026-01-25,Power Outage,Customer,100,2500,Not Applicable
CNL00942,BKG007784,CUST02098,2026-04-17,Payment Failure,Turf Owner,75,1125,Pending
CNL00943,BKG007791,CUST00323,2024-04-29,Personal Emergency,Customer,0,0,Processed
CNL00944,BKG007792,CUST01364,2025-04-12,Turf Maintenance,Turf Owner,75,750,Processed
CNL00945,BKG007800,CUST01005,2024-02-20,Weather Conditions,System,25,250,Processed
CNL00946,BKG007809,CUST00474,2026-01-07,Double Booking Error,System,100,1500,Processed
CNL00947,BKG007821,CUST00930,2024-02-25,Power Outage,Turf Owner,0,0,Processed
CNL00948,BKG007828,CUST00549,2024-05-19,Payment Failure,Turf Owner,25,625,Not Applicable
CNL00949,BKG007831,CUST01408,2025-01-14,Weather Conditions,System,0,0,Processed
CNL00950,BKG007856,CUST01039,2025-07-18,Turf Maintenance,Customer,25,250,Processed
CNL00951,BKG007878,CUST00611,2025-10-03,Staff Unavailability,Turf Owner,100,1500,Processed
CNL00952,BKG007887,CUST01884,2025-03-11,Turf Maintenance,Customer,25,200,Processed
CNL00953,BKG007904,CUST01376,2026-02-10,Payment Failure,System,0,0,Processed
CNL00954,BKG007906,CUST01476,2025-06-23,Personal Emergency,System,50,600,Not Applicable
CNL00955,BKG007910,CUST00524,2024-03-18,Personal Emergency,System,50,600,Pending
CNL00956,BKG007911,CUST02371,2024-10-02,Turf Maintenance,Turf Owner,100,1500,Processed
CNL00957,BKG007914,CUST01488,2024-03-09,Staff Unavailability,Turf Owner,100,1500,Pending
CNL00958,BKG007920,CUST00689,2024-04-26,Weather Conditions,Customer,25,300,Processed
CNL00959,BKG007927,CUST02257,2024-07-04,Customer Request,Customer,75,1350,Processed
CNL00960,BKG007964,CUST02301,2026-06-05,Double Booking Error,System,100,1000,Not Applicable
CNL00961,BKG007965,CUST02082,2025-03-28,Customer Request,Customer,75,900,Processed
CNL00962,BKG007987,CUST00875,2025-06-08,Staff Unavailability,System,75,1125,Not Applicable
CNL00963,BKG007990,CUST00377,2025-09-02,Power Outage,Turf Owner,100,1000,Pending
CNL00964,BKG008002,CUST01277,2024-11-23,Personal Emergency,Customer,100,2000,Processed
CNL00965,BKG008008,CUST01143,2024-10-10,Personal Emergency,System,50,750,Pending
CNL00966,BKG008011,CUST01076,2026-06-08,Turf Maintenance,System,100,1500,Processed
CNL00967,BKG008029,CUST00677,2024-01-26,Turf Maintenance,Turf Owner,25,250,Processed
CNL00968,BKG008068,CUST01914,2026-02-28,Double Booking Error,Turf Owner,25,375,Processed
CNL00969,BKG008087,CUST00719,2026-02-18,Weather Conditions,Customer,50,1250,Processed
CNL00970,BKG008093,CUST01947,2025-12-04,Weather Conditions,Customer,100,2000,Processed
CNL00971,BKG008096,CUST02357,2025-03-27,Staff Unavailability,Turf Owner,100,1000,Processed
CNL00972,BKG008133,CUST00887,2024-02-01,Weather Conditions,Turf Owner,100,2500,Processed
CNL00973,BKG008136,CUST02486,2025-05-16,Weather Conditions,Customer,75,600,Pending
CNL00974,BKG008143,CUST02238,2025-10-21,Personal Emergency,System,50,750,Pending
CNL00975,BKG008182,CUST02361,2024-03-19,Double Booking Error,Turf Owner,50,500,Processed
CNL00976,BKG008192,CUST01247,2026-02-18,Payment Failure,System,0,0,Processed
CNL00977,BKG008195,CUST00771,2024-11-01,Staff Unavailability,Turf Owner,25,300,Processed
CNL00978,BKG008209,CUST00394,2024-06-22,Double Booking Error,Customer,0,0,Processed
CNL00979,BKG008215,CUST01436,2025-04-15,Weather Conditions,System,50,750,Processed
CNL00980,BKG008228,CUST00696,2024-09-04,Personal Emergency,Customer,25,375,Pending
CNL00981,BKG008230,CUST01889,2025-03-08,Staff Unavailability,System,50,1000,Processed
CNL00982,BKG008232,CUST02406,2026-04-09,Double Booking Error,Customer,0,0,Processed
CNL00983,BKG008237,CUST00687,2026-03-03,Personal Emergency,System,0,0,Processed
CNL00984,BKG008244,CUST01541,2025-07-12,Turf Maintenance,Turf Owner,75,1875,Not Applicable
CNL00985,BKG008257,CUST01832,2025-05-07,Weather Conditions,Customer,0,0,Processed
CNL00986,BKG008271,CUST00420,2026-02-19,Power Outage,System,100,1500,Not Applicable
CNL00987,BKG008279,CUST02117,2025-11-13,Personal Emergency,System,25,300,Processed
CNL00988,BKG008293,CUST01155,2025-07-09,Staff Unavailability,Turf Owner,0,0,Processed
CNL00989,BKG008303,CUST01361,2024-10-30,Double Booking Error,Customer,25,625,Not Applicable
CNL00990,BKG008310,CUST01564,2024-05-25,Double Booking Error,Customer,50,900,Not Applicable
CNL00991,BKG008321,CUST02280,2025-11-07,Turf Maintenance,Customer,25,300,Processed
CNL00992,BKG008324,CUST00354,2025-10-26,Weather Conditions,System,0,0,Processed
CNL00993,BKG008326,CUST01127,2025-07-08,Payment Failure,Customer,50,500,Processed
CNL00994,BKG008328,CUST00953,2024-06-29,Weather Conditions,System,0,0,Pending
CNL00995,BKG008332,CUST02485,2024-07-29,Power Outage,Customer,100,1500,Pending
CNL00996,BKG008336,CUST00931,2024-09-14,Power Outage,System,25,375,Not Applicable
CNL00997,BKG008346,CUST01093,2024-04-23,Customer Request,Turf Owner,75,1500,Processed
CNL00998,BKG008358,CUST01475,2026-05-08,Turf Maintenance,Customer,50,750,Pending
CNL00999,BKG008359,CUST00539,2024-11-07,Staff Unavailability,System,25,450,Not Applicable
CNL01000,BKG008362,CUST01324,2024-02-15,Personal Emergency,System,100,2500,Processed
CNL01001,BKG008367,CUST02408,2025-11-17,Customer Request,System,50,1000,Processed
CNL01002,BKG008370,CUST00689,2024-12-19,Weather Conditions,System,0,0,Pending
CNL01003,BKG008383,CUST01884,2024-01-13,Staff Unavailability,Turf Owner,0,0,Pending
CNL01004,BKG008393,CUST00520,2026-04-19,Personal Emergency,System,50,500,Processed
CNL01005,BKG008400,CUST01497,2024-12-10,Double Booking Error,Turf Owner,100,2500,Not Applicable
CNL01006,BKG008428,CUST01242,2024-09-24,Turf Maintenance,System,75,1125,Processed
CNL01007,BKG008433,CUST01792,2025-10-01,Customer Request,System,75,1125,Pending
CNL01008,BKG008438,CUST00612,2024-08-29,Weather Conditions,Turf Owner,100,1000,Processed
CNL01009,BKG008439,CUST01348,2025-10-29,Customer Request,Turf Owner,25,500,Processed
CNL01010,BKG008451,CUST00086,2024-01-07,Payment Failure,Turf Owner,50,1250,Not Applicable
CNL01011,BKG008459,CUST01675,2025-03-08,Personal Emergency,Customer,50,400,Pending
CNL01012,BKG008460,CUST01415,2024-12-25,Power Outage,Customer,0,0,Pending
CNL01013,BKG008462,CUST01821,2026-04-23,Power Outage,System,0,0,Not Applicable
CNL01014,BKG008467,CUST00055,2026-02-24,Weather Conditions,System,0,0,Not Applicable
CNL01015,BKG008472,CUST00458,2024-11-29,Customer Request,Customer,25,250,Processed
CNL01016,BKG008474,CUST02442,2024-08-25,Staff Unavailability,System,75,1125,Processed
CNL01017,BKG008488,CUST00459,2024-11-05,Turf Maintenance,System,50,1000,Processed
CNL01018,BKG008492,CUST02303,2026-03-25,Staff Unavailability,Customer,100,800,Processed
CNL01019,BKG008501,CUST00157,2025-04-29,Payment Failure,Customer,25,375,Processed
CNL01020,BKG008502,CUST00286,2025-01-08,Payment Failure,Customer,0,0,Processed
CNL01021,BKG008503,CUST01859,2024-04-24,Customer Request,Turf Owner,100,1000,Processed
CNL01022,BKG008508,CUST02259,2026-03-19,Power Outage,Customer,100,1000,Processed
CNL01023,BKG008514,CUST01815,2024-09-23,Power Outage,Turf Owner,100,1000,Processed
CNL01024,BKG008538,CUST01416,2025-09-18,Double Booking Error,System,100,1500,Pending
CNL01025,BKG008539,CUST00936,2026-01-23,Weather Conditions,Turf Owner,25,500,Not Applicable
CNL01026,BKG008545,CUST02252,2024-12-29,Personal Emergency,Customer,100,1500,Processed
CNL01027,BKG008552,CUST00732,2025-08-04,Double Booking Error,Turf Owner,100,1500,Processed
CNL01028,BKG008564,CUST00075,2024-12-05,Payment Failure,System,100,1500,Processed
CNL01029,BKG008577,CUST00415,2026-01-25,Customer Request,System,0,0,Not Applicable
CNL01030,BKG008581,CUST00048,2026-04-30,Customer Request,Customer,25,450,Processed
CNL01031,BKG008585,CUST00411,2024-05-31,Weather Conditions,System,0,0,Not Applicable
CNL01032,BKG008598,CUST02130,2025-03-15,Personal Emergency,Customer,25,375,Processed
CNL01033,BKG008617,CUST01262,2024-08-11,Double Booking Error,System,25,375,Processed
CNL01034,BKG008665,CUST02396,2025-05-17,Power Outage,System,25,250,Processed
CNL01035,BKG008667,CUST00433,2024-02-23,Staff Unavailability,Customer,25,625,Processed
CNL01036,BKG008671,CUST01201,2026-05-03,Weather Conditions,Customer,0,0,Not Applicable
CNL01037,BKG008697,CUST01138,2024-07-09,Personal Emergency,Customer,0,0,Processed
CNL01038,BKG008698,CUST00761,2025-05-31,Customer Request,Turf Owner,0,0,Processed
CNL01039,BKG008700,CUST00128,2025-11-30,Staff Unavailability,Customer,100,1000,Processed
CNL01040,BKG008701,CUST01701,2026-06-03,Power Outage,Turf Owner,75,900,Processed
CNL01041,BKG008704,CUST01672,2026-05-05,Double Booking Error,System,75,1500,Not Applicable
CNL01042,BKG008705,CUST02008,2024-12-15,Weather Conditions,Customer,0,0,Processed
CNL01043,BKG008709,CUST02117,2026-03-01,Customer Request,System,25,375,Processed
CNL01044,BKG008719,CUST02308,2024-03-30,Turf Maintenance,Turf Owner,75,900,Not Applicable
CNL01045,BKG008727,CUST01839,2026-01-01,Staff Unavailability,Customer,25,250,Processed
CNL01046,BKG008739,CUST02133,2026-04-15,Weather Conditions,Customer,100,2000,Processed
CNL01047,BKG008753,CUST00787,2025-04-04,Double Booking Error,System,75,1350,Not Applicable
CNL01048,BKG008760,CUST00785,2025-04-23,Staff Unavailability,Turf Owner,50,500,Processed
CNL01049,BKG008764,CUST00058,2024-10-26,Double Booking Error,System,0,0,Processed
CNL01050,BKG008789,CUST02474,2024-10-07,Payment Failure,System,25,300,Pending
CNL01051,BKG008790,CUST01918,2025-05-01,Customer Request,Turf Owner,50,900,Not Applicable
CNL01052,BKG008792,CUST02476,2024-10-14,Double Booking Error,Turf Owner,75,750,Pending
CNL01053,BKG008800,CUST02380,2024-03-24,Customer Request,System,100,1200,Not Applicable
CNL01054,BKG008804,CUST00649,2024-08-21,Weather Conditions,System,50,1250,Pending
CNL01055,BKG008805,CUST01471,2024-07-19,Weather Conditions,Turf Owner,50,600,Pending
CNL01056,BKG008811,CUST01505,2025-04-28,Staff Unavailability,System,0,0,Processed
CNL01057,BKG008813,CUST00545,2026-01-22,Turf Maintenance,Turf Owner,100,1000,Pending
CNL01058,BKG008828,CUST01705,2024-04-05,Staff Unavailability,System,50,500,Pending
CNL01059,BKG008832,CUST00283,2024-02-01,Customer Request,Customer,75,600,Processed
CNL01060,BKG008848,CUST02031,2025-05-01,Power Outage,Customer,75,600,Pending
CNL01061,BKG008862,CUST01550,2025-11-17,Weather Conditions,Turf Owner,25,625,Not Applicable
CNL01062,BKG008864,CUST00091,2024-04-26,Turf Maintenance,Customer,0,0,Not Applicable
CNL01063,BKG008867,CUST00345,2025-09-29,Customer Request,Turf Owner,0,0,Processed
CNL01064,BKG008874,CUST02227,2025-12-15,Staff Unavailability,System,25,625,Processed
CNL01065,BKG008882,CUST01134,2024-07-24,Customer Request,System,50,500,Processed
CNL01066,BKG008886,CUST01223,2026-04-07,Staff Unavailability,Customer,25,375,Processed
CNL01067,BKG008887,CUST00268,2025-02-18,Double Booking Error,Turf Owner,75,900,Processed
CNL01068,BKG008889,CUST01775,2024-11-06,Power Outage,System,50,750,Processed
CNL01069,BKG008891,CUST02104,2024-06-04,Weather Conditions,Turf Owner,0,0,Processed
CNL01070,BKG008895,CUST01421,2025-01-16,Personal Emergency,Turf Owner,75,1500,Processed
CNL01071,BKG008908,CUST02017,2025-04-24,Double Booking Error,Customer,75,1125,Processed
CNL01072,BKG008910,CUST00932,2025-02-15,Turf Maintenance,Turf Owner,75,1125,Processed
CNL01073,BKG008915,CUST01204,2024-07-08,Weather Conditions,System,50,750,Not Applicable
CNL01074,BKG008917,CUST01897,2024-09-11,Weather Conditions,Turf Owner,25,300,Not Applicable
CNL01075,BKG008927,CUST01546,2025-01-17,Customer Request,Customer,100,2500,Pending
CNL01076,BKG008930,CUST00135,2026-03-29,Weather Conditions,System,75,1500,Processed
CNL01077,BKG008943,CUST01031,2024-11-16,Payment Failure,System,0,0,Processed
CNL01078,BKG008957,CUST00426,2024-03-03,Staff Unavailability,System,0,0,Processed
CNL01079,BKG008960,CUST01742,2025-02-25,Weather Conditions,Customer,50,1250,Pending
CNL01080,BKG008971,CUST01005,2025-12-31,Customer Request,System,100,800,Not Applicable
CNL01081,BKG008989,CUST01656,2025-05-15,Turf Maintenance,System,75,600,Not Applicable
CNL01082,BKG009008,CUST00460,2025-12-15,Double Booking Error,System,75,1125,Processed
CNL01083,BKG009017,CUST01636,2026-03-28,Personal Emergency,Turf Owner,25,625,Not Applicable
CNL01084,BKG009020,CUST00859,2024-06-08,Personal Emergency,System,50,750,Processed
CNL01085,BKG009023,CUST01142,2024-01-21,Power Outage,Customer,50,1250,Processed
CNL01086,BKG009024,CUST01822,2025-09-22,Staff Unavailability,Turf Owner,100,1500,Processed
CNL01087,BKG009034,CUST02179,2025-01-10,Turf Maintenance,System,100,1500,Processed
CNL01088,BKG009040,CUST00302,2024-03-20,Turf Maintenance,Turf Owner,0,0,Not Applicable
CNL01089,BKG009051,CUST01206,2024-02-25,Turf Maintenance,Customer,50,750,Pending
CNL01090,BKG009055,CUST01246,2024-08-07,Weather Conditions,Customer,0,0,Processed
CNL01091,BKG009068,CUST01073,2026-01-17,Weather Conditions,Turf Owner,0,0,Processed
CNL01092,BKG009071,CUST01898,2024-01-20,Turf Maintenance,System,0,0,Pending
CNL01093,BKG009079,CUST00911,2025-08-23,Payment Failure,Turf Owner,25,300,Processed
CNL01094,BKG009103,CUST02275,2024-04-20,Power Outage,Customer,100,1500,Pending
CNL01095,BKG009120,CUST01073,2026-04-10,Staff Unavailability,Customer,50,1250,Processed
CNL01096,BKG009141,CUST00322,2024-07-05,Weather Conditions,Turf Owner,50,1250,Processed
CNL01097,BKG009145,CUST01397,2025-09-19,Customer Request,Customer,50,1000,Processed
CNL01098,BKG009153,CUST02380,2025-09-01,Double Booking Error,Customer,25,375,Processed
CNL01099,BKG009161,CUST01137,2024-08-13,Staff Unavailability,Turf Owner,25,200,Not Applicable
CNL01100,BKG009163,CUST02356,2025-03-23,Payment Failure,System,25,300,Pending
CNL01101,BKG009182,CUST01061,2025-02-10,Turf Maintenance,System,0,0,Processed
CNL01102,BKG009183,CUST00174,2026-04-28,Double Booking Error,System,50,750,Processed
CNL01103,BKG009184,CUST00056,2024-10-18,Payment Failure,System,75,750,Processed
CNL01104,BKG009191,CUST02387,2024-01-10,Personal Emergency,Turf Owner,75,1125,Processed
CNL01105,BKG009195,CUST00304,2025-08-31,Double Booking Error,System,75,1125,Processed
CNL01106,BKG009218,CUST01348,2025-08-26,Weather Conditions,Turf Owner,50,1250,Processed
CNL01107,BKG009220,CUST01179,2024-05-09,Payment Failure,Customer,25,500,Processed
CNL01108,BKG009223,CUST00635,2024-11-30,Weather Conditions,System,25,500,Not Applicable
CNL01109,BKG009237,CUST01079,2025-03-27,Weather Conditions,Turf Owner,0,0,Processed
CNL01110,BKG009241,CUST02235,2024-08-18,Power Outage,Customer,100,1500,Processed
CNL01111,BKG009248,CUST02389,2024-03-13,Staff Unavailability,Turf Owner,0,0,Pending
CNL01112,BKG009254,CUST00966,2026-05-24,Weather Conditions,Customer,0,0,Processed
CNL01113,BKG009258,CUST00676,2025-11-14,Personal Emergency,Customer,100,800,Processed
CNL01114,BKG009263,CUST00086,2026-03-20,Staff Unavailability,Customer,75,750,Processed
CNL01115,BKG009266,CUST01423,2025-09-12,Customer Request,Customer,75,750,Not Applicable
CNL01116,BKG009268,CUST00054,2024-07-20,Personal Emergency,Customer,0,0,Pending
CNL01117,BKG009276,CUST00713,2024-05-29,Weather Conditions,Customer,0,0,Not Applicable
CNL01118,BKG009283,CUST01114,2026-05-05,Weather Conditions,Customer,0,0,Processed
CNL01119,BKG009290,CUST00017,2026-04-22,Turf Maintenance,System,25,500,Processed
CNL01120,BKG009295,CUST02115,2024-07-24,Power Outage,Turf Owner,0,0,Processed
CNL01121,BKG009310,CUST01788,2026-04-01,Double Booking Error,Turf Owner,25,250,Processed
CNL01122,BKG009316,CUST01058,2024-02-19,Weather Conditions,Customer,0,0,Not Applicable
CNL01123,BKG009322,CUST00424,2026-02-04,Staff Unavailability,Customer,50,400,Not Applicable
CNL01124,BKG009324,CUST01643,2026-04-10,Power Outage,Customer,0,0,Processed
CNL01125,BKG009326,CUST01592,2026-02-01,Weather Conditions,Turf Owner,0,0,Processed
CNL01126,BKG009328,CUST02204,2026-01-02,Turf Maintenance,System,0,0,Processed
CNL01127,BKG009335,CUST02493,2026-04-03,Payment Failure,Customer,0,0,Processed
CNL01128,BKG009336,CUST01075,2026-06-16,Double Booking Error,Customer,50,750,Not Applicable
CNL01129,BKG009341,CUST00517,2025-09-04,Personal Emergency,Customer,100,1000,Processed
CNL01130,BKG009350,CUST01340,2024-02-07,Staff Unavailability,Turf Owner,50,500,Not Applicable
CNL01131,BKG009352,CUST01148,2025-05-22,Weather Conditions,System,100,2500,Processed
CNL01132,BKG009362,CUST00558,2025-05-24,Power Outage,Customer,0,0,Processed
CNL01133,BKG009363,CUST00824,2026-01-28,Turf Maintenance,Customer,50,600,Not Applicable
CNL01134,BKG009382,CUST01217,2025-09-03,Payment Failure,Turf Owner,0,0,Processed
CNL01135,BKG009390,CUST01278,2026-03-07,Personal Emergency,Customer,25,300,Processed
CNL01136,BKG009406,CUST00922,2026-06-10,Turf Maintenance,Turf Owner,50,500,Processed
CNL01137,BKG009421,CUST00032,2024-01-29,Power Outage,Turf Owner,50,600,Processed
CNL01138,BKG009429,CUST01438,2025-10-20,Payment Failure,System,50,500,Processed
CNL01139,BKG009436,CUST00289,2024-04-23,Power Outage,System,25,625,Processed
CNL01140,BKG009439,CUST00917,2025-10-04,Customer Request,Customer,75,600,Not Applicable
CNL01141,BKG009444,CUST00211,2024-05-01,Staff Unavailability,Customer,75,1125,Processed
CNL01142,BKG009446,CUST02207,2026-05-05,Payment Failure,Customer,50,600,Pending
CNL01143,BKG009476,CUST02001,2024-08-09,Personal Emergency,Customer,75,900,Processed
CNL01144,BKG009482,CUST00169,2026-01-07,Power Outage,Turf Owner,50,1250,Not Applicable
CNL01145,BKG009486,CUST01834,2025-08-24,Payment Failure,Turf Owner,100,2500,Processed
CNL01146,BKG009499,CUST01680,2025-01-11,Customer Request,Turf Owner,100,1500,Processed
CNL01147,BKG009508,CUST00942,2024-11-20,Power Outage,Turf Owner,50,900,Processed
CNL01148,BKG009513,CUST01150,2025-08-01,Personal Emergency,System,50,1250,Processed
CNL01149,BKG009516,CUST00917,2025-12-16,Payment Failure,Customer,25,375,Processed
CNL01150,BKG009518,CUST02024,2024-11-05,Personal Emergency,Customer,100,2500,Processed
CNL01151,BKG009525,CUST01817,2025-05-12,Personal Emergency,Turf Owner,50,900,Not Applicable
CNL01152,BKG009526,CUST00098,2024-07-13,Customer Request,Customer,0,0,Processed
CNL01153,BKG009533,CUST00571,2025-04-30,Power Outage,System,0,0,Processed
CNL01154,BKG009543,CUST01260,2024-03-19,Power Outage,System,25,625,Processed
CNL01155,BKG009554,CUST02254,2024-03-05,Staff Unavailability,System,25,375,Processed
CNL01156,BKG009557,CUST01495,2025-01-28,Customer Request,Customer,50,500,Processed
CNL01157,BKG009561,CUST01772,2025-05-14,Double Booking Error,Turf Owner,100,1000,Processed
CNL01158,BKG009579,CUST02387,2024-02-26,Staff Unavailability,System,25,625,Processed
CNL01159,BKG009585,CUST00207,2025-10-25,Weather Conditions,Customer,0,0,Not Applicable
CNL01160,BKG009586,CUST01481,2025-09-26,Personal Emergency,Turf Owner,75,1350,Processed
CNL01161,BKG009588,CUST01492,2025-11-04,Staff Unavailability,System,75,1875,Processed
CNL01162,BKG009590,CUST00728,2024-08-22,Double Booking Error,Customer,50,750,Processed
CNL01163,BKG009593,CUST02103,2025-03-19,Power Outage,Turf Owner,0,0,Not Applicable
CNL01164,BKG009614,CUST02192,2024-01-03,Double Booking Error,Customer,50,1250,Pending
CNL01165,BKG009641,CUST01441,2025-06-26,Weather Conditions,Customer,25,250,Not Applicable
CNL01166,BKG009645,CUST00803,2025-12-30,Customer Request,System,100,800,Not Applicable
CNL01167,BKG009659,CUST00532,2024-03-31,Double Booking Error,Turf Owner,50,600,Processed
CNL01168,BKG009671,CUST01108,2026-05-09,Power Outage,System,75,1350,Not Applicable
CNL01169,BKG009695,CUST00301,2025-10-15,Weather Conditions,System,25,250,Not Applicable
CNL01170,BKG009696,CUST01782,2025-04-28,Personal Emergency,Turf Owner,0,0,Processed
CNL01171,BKG009709,CUST00565,2025-10-20,Turf Maintenance,System,25,200,Processed
CNL01172,BKG009719,CUST01100,2025-11-07,Double Booking Error,Turf Owner,75,1875,Pending
CNL01173,BKG009720,CUST02126,2026-04-21,Personal Emergency,Turf Owner,0,0,Processed
CNL01174,BKG009721,CUST02352,2025-08-24,Customer Request,System,100,1200,Processed
CNL01175,BKG009738,CUST01428,2026-01-19,Power Outage,Customer,25,625,Processed
CNL01176,BKG009741,CUST00310,2024-10-21,Staff Unavailability,Customer,0,0,Not Applicable
CNL01177,BKG009757,CUST02285,2026-02-01,Power Outage,Customer,25,375,Pending
CNL01178,BKG009759,CUST00987,2025-05-11,Personal Emergency,System,50,900,Not Applicable
CNL01179,BKG009781,CUST01905,2025-02-26,Power Outage,Turf Owner,25,375,Processed
CNL01180,BKG009788,CUST01844,2025-01-13,Payment Failure,Turf Owner,100,800,Not Applicable
CNL01181,BKG009796,CUST00668,2025-10-12,Personal Emergency,Turf Owner,0,0,Processed
CNL01182,BKG009797,CUST01357,2024-02-24,Turf Maintenance,Turf Owner,50,750,Not Applicable
CNL01183,BKG009811,CUST01356,2024-07-29,Staff Unavailability,Customer,50,1250,Processed
CNL01184,BKG009812,CUST00562,2025-01-25,Turf Maintenance,Turf Owner,50,750,Processed
CNL01185,BKG009826,CUST00111,2025-11-15,Double Booking Error,System,75,1500,Processed
CNL01186,BKG009833,CUST02001,2025-03-04,Payment Failure,System,100,1800,Not Applicable
CNL01187,BKG009859,CUST00171,2024-11-05,Customer Request,System,25,625,Not Applicable
CNL01188,BKG009862,CUST00354,2026-01-09,Staff Unavailability,System,50,600,Pending
CNL01189,BKG009875,CUST02328,2025-03-08,Weather Conditions,Customer,100,800,Processed
CNL01190,BKG009879,CUST01656,2026-05-30,Customer Request,System,100,1800,Not Applicable
CNL01191,BKG009889,CUST00748,2025-03-15,Personal Emergency,System,100,1800,Processed
CNL01192,BKG009896,CUST00844,2025-08-14,Weather Conditions,System,50,600,Not Applicable
CNL01193,BKG009905,CUST02036,2024-04-04,Payment Failure,Customer,100,1500,Not Applicable
CNL01194,BKG009926,CUST02255,2025-02-10,Payment Failure,Customer,50,750,Processed
CNL01195,BKG009928,CUST00991,2024-10-29,Double Booking Error,Turf Owner,25,300,Pending
CNL01196,BKG009932,CUST02455,2026-03-01,Power Outage,System,100,1200,Not Applicable
CNL01197,BKG009956,CUST01047,2025-06-22,Turf Maintenance,Customer,100,2000,Processed
CNL01198,BKG009957,CUST00811,2024-06-07,Weather Conditions,Customer,100,2500,Not Applicable
CNL01199,BKG009971,CUST00428,2025-11-04,Weather Conditions,System,100,1000,Not Applicable
CNL01200,BKG009986,CUST01278,2024-01-09,Personal Emergency,Turf Owner,0,0,Processed
CNL01201,BKG009999,CUST01537,2024-01-24,Payment Failure,Turf Owner,50,400,Not Applicable
CNL01202,BKG002051,CUST01094,2025-12-11,Weather Conditions,Customer,75,1125,Not Applicable
CNL01203,BKG003229,CUST02023,2025-01-15,Staff Unavailability,System,100,2500,Processed
CNL01204,BKG008242,CUST00975,2024-01-19,Payment Failure,System,50,500,Pending
CNL01205,BKG009174,CUST02435,2024-01-10,Power Outage,Turf Owner,0,0,Processed
CNL01206,BKG007588,CUST00024,2025-07-22,Customer Request,Turf Owner,100,1000,Processed
CNL01207,BKG005182,CUST02220,2024-01-28,Customer Request,System,25,250,Processed
CNL01208,BKG001389,CUST00687,2024-09-23,Double Booking Error,System,25,500,Not Applicable
CNL01209,BKG002249,CUST01857,2024-06-15,Staff Unavailability,Customer,50,750,Processed
