MaintenanceID,TurfID,MaintenanceType,MaintenanceDate,PerformedByStaffID,Cost,DurationHours,Status,Notes
MNT00872,TURF009,Line Marking,2024-09-27,STF0139,2000,8,Completed,Customer complaint follow-up
MNT00873,TURF012,Turf Mowing,2025-01-11,STF0024,2000,6,Completed,Urgent repair
MNT00874,TURF018,Cleaning,2025-02-04,STF0087,3000,4,Completed,Customer complaint follow-up
MNT00875,TURF032,Turf Mowing,2024-05-04,STF0059,1500,3,Completed,Scheduled upkeep
MNT00876,TURF019,Line Marking,2024-02-28,STF0126,3000,4,Completed,Pre-season prep
MNT00877,TURF033,Floodlight Repair,2024-07-22,STF0134,2000,8,Completed,Customer complaint follow-up
MNT00878,TURF046,Pitch Rolling,2025-07-16,STF0051,1500,2,In Progress,Customer complaint follow-up
MNT00879,TURF047,Turf Mowing,2025-02-15,STF0011,5000,4,Completed,Routine check
MNT00880,TURF020,Net Replacement,2026-05-17,STF0026,5000,3,Completed,Routine check
MNT00881,TURF024,Cleaning,2025-01-02,STF0078,5000,4,Completed,Pre-season prep
MNT00882,TURF039,Net Replacement,2024-07-10,STF0063,1500,2,Completed,Pre-season prep
MNT00883,TURF018,Cleaning,2025-11-04,STF0113,1500,8,Scheduled,Customer complaint follow-up
MNT00884,TURF009,Painting,2025-12-26,STF0093,1000,4,In Progress,Routine check
MNT00885,TURF002,Turf Mowing,2026-02-15,STF0009,500,4,Completed,Urgent repair
MNT00886,TURF003,Floodlight Repair,2025-02-13,STF0123,12000,2,Completed,Pre-season prep
MNT00887,TURF006,Line Marking,2026-01-10,STF0119,1500,3,Scheduled,Urgent repair
MNT00888,TURF022,Floodlight Repair,2024-02-11,STF0105,500,1,Completed,Customer complaint follow-up
MNT00889,TURF041,Equipment Servicing,2024-04-20,STF0036,2000,6,Completed,Routine check
MNT00890,TURF034,Turf Mowing,2024-05-27,STF0105,1500,4,Completed,Routine check
MNT00891,TURF048,Net Replacement,2025-10-07,STF0075,2000,6,In Progress,Pre-season prep
MNT00892,TURF037,Cleaning,2024-03-01,STF0050,1000,8,Completed,Scheduled upkeep
MNT00893,TURF012,Turf Mowing,2025-10-02,STF0041,5000,1,Completed,Pre-season prep
MNT00894,TURF012,Turf Mowing,2024-10-31,STF0119,500,8,Completed,Scheduled upkeep
MNT00895,TURF043,Line Marking,2025-03-18,STF0113,500,8,Completed,Customer complaint follow-up
MNT00896,TURF026,Floodlight Repair,2024-04-24,STF0061,12000,3,Completed,Routine check
MNT00897,TURF026,Pitch Rolling,2024-08-20,STF0033,8000,3,Scheduled,Routine check
MNT00898,TURF022,Line Marking,2025-08-15,STF0026,1500,6,Completed,Routine check
MNT00899,TURF009,Cleaning,2025-04-14,STF0023,500,8,Scheduled,Routine check
MNT00900,TURF016,Drainage Check,2025-03-10,STF0097,1500,8,Completed,Scheduled upkeep
MNT00901,TURF002,Painting,2025-09-23,STF0031,5000,3,Scheduled,Routine check
MNT00902,TURF007,Turf Mowing,2024-03-30,STF0041,500,1,Completed,Scheduled upkeep
MNT00903,TURF011,Drainage Check,2025-01-15,STF0097,3000,3,Completed,Urgent repair
MNT00904,TURF029,Line Marking,2025-10-03,STF0009,5000,1,Completed,Urgent repair
MNT00905,TURF035,Line Marking,2025-02-10,STF0119,500,8,Completed,Scheduled upkeep
MNT00906,TURF039,Drainage Check,2025-01-29,STF0051,8000,6,Completed,Urgent repair
MNT00907,TURF025,Painting,2024-12-29,STF0130,2000,1,Completed,Scheduled upkeep
MNT00908,TURF046,Fencing Repair,2024-02-08,STF0112,1000,6,In Progress,Scheduled upkeep
MNT00909,TURF042,Floodlight Repair,2025-05-06,STF0112,12000,6,Completed,Routine check
MNT00910,TURF010,Floodlight Repair,2024-11-11,STF0048,2000,2,Completed,Routine check
MNT00911,TURF040,Floodlight Repair,2025-06-09,STF0100,2000,8,Completed,Scheduled upkeep
MNT00912,TURF013,Line Marking,2024-04-18,STF0050,5000,4,Completed,Routine check
MNT00913,TURF007,Cleaning,2026-02-12,STF0119,8000,3,Scheduled,Customer complaint follow-up
MNT00914,TURF018,Turf Mowing,2024-09-16,STF0150,1000,8,Completed,Customer complaint follow-up
MNT00915,TURF020,Line Marking,2026-05-30,STF0083,5000,3,Scheduled,Urgent repair
MNT00916,TURF037,Turf Mowing,2025-09-10,STF0039,5000,8,Completed,Customer complaint follow-up
MNT00917,TURF015,Line Marking,2026-02-05,STF0059,1000,6,Completed,Routine check
MNT00918,TURF015,Net Replacement,2025-08-07,STF0078,12000,3,Completed,Customer complaint follow-up
MNT00919,TURF026,Equipment Servicing,2025-10-26,STF0070,5000,1,Completed,Scheduled upkeep
MNT00920,TURF047,Equipment Servicing,2026-06-15,STF0123,5000,4,Completed,Customer complaint follow-up
MNT00921,TURF013,Cleaning,2024-06-10,STF0023,1500,8,Completed,Scheduled upkeep
MNT00922,TURF001,Cleaning,2025-12-05,STF0087,3000,2,Scheduled,Customer complaint follow-up
MNT00923,TURF028,Cleaning,2024-06-05,STF0047,1500,6,Completed,Scheduled upkeep
MNT00924,TURF023,Cleaning,2025-05-22,STF0030,12000,6,Completed,Customer complaint follow-up
MNT00925,TURF034,Painting,2024-11-09,STF0029,1000,6,Completed,Scheduled upkeep
MNT00926,TURF022,Net Replacement,2026-05-20,STF0011,12000,3,In Progress,Customer complaint follow-up
MNT00927,TURF016,Floodlight Repair,2025-09-06,STF0025,1000,1,Scheduled,Customer complaint follow-up
MNT00928,TURF029,Fencing Repair,2024-07-24,STF0026,3000,6,Scheduled,Customer complaint follow-up
MNT00929,TURF029,Floodlight Repair,2024-08-11,STF0013,1000,4,Scheduled,Urgent repair
MNT00930,TURF045,Pitch Rolling,2024-10-10,STF0075,1000,4,Completed,Routine check
MNT00931,TURF039,Painting,2025-11-27,STF0129,3000,4,Completed,Customer complaint follow-up
MNT00932,TURF032,Net Replacement,2024-11-04,STF0009,2000,1,Completed,Customer complaint follow-up
MNT00933,TURF008,Turf Mowing,2024-11-08,STF0082,1000,3,Completed,Pre-season prep
MNT00934,TURF017,Fencing Repair,2025-10-29,STF0109,3000,6,Completed,Customer complaint follow-up
MNT00935,TURF039,Floodlight Repair,2025-06-06,STF0069,8000,4,Completed,Urgent repair
MNT00936,TURF042,Line Marking,2024-12-17,STF0069,1000,3,Completed,Scheduled upkeep
MNT00937,TURF050,Fencing Repair,2026-02-28,STF0059,2000,4,Completed,Scheduled upkeep
MNT00938,TURF010,Pitch Rolling,2025-01-11,STF0063,8000,6,Completed,Urgent repair
MNT00939,TURF042,Fencing Repair,2025-12-21,STF0100,1000,1,Completed,Customer complaint follow-up
MNT00940,TURF015,Pitch Rolling,2025-03-14,STF0029,1500,3,In Progress,Customer complaint follow-up
MNT00941,TURF012,Painting,2025-11-21,STF0071,3000,6,Completed,Customer complaint follow-up
MNT00942,TURF028,Turf Mowing,2024-07-02,STF0002,8000,3,Scheduled,Pre-season prep
MNT00943,TURF040,Floodlight Repair,2025-03-12,STF0050,5000,2,Completed,Urgent repair
MNT00944,TURF033,Painting,2024-01-29,STF0106,12000,4,Completed,Pre-season prep
MNT00945,TURF029,Pitch Rolling,2024-06-27,STF0095,8000,1,Completed,Customer complaint follow-up
MNT00946,TURF037,Fencing Repair,2025-10-09,STF0026,1000,6,In Progress,Urgent repair
MNT00947,TURF020,Net Replacement,2024-10-28,STF0070,1000,2,Completed,Scheduled upkeep
MNT00948,TURF020,Fencing Repair,2024-03-02,STF0112,8000,6,Completed,Customer complaint follow-up
MNT00949,TURF015,Net Replacement,2025-12-08,STF0004,5000,6,In Progress,Customer complaint follow-up
MNT00950,TURF020,Drainage Check,2025-01-26,STF0036,5000,1,Completed,Pre-season prep
MNT00951,TURF008,Line Marking,2026-05-06,STF0070,3000,2,Completed,Scheduled upkeep
MNT00952,TURF026,Floodlight Repair,2024-01-17,STF0020,3000,4,Completed,Routine check
MNT00953,TURF043,Net Replacement,2025-09-27,STF0095,3000,8,Scheduled,Routine check
MNT00954,TURF013,Painting,2024-02-27,STF0069,500,6,Completed,Pre-season prep
MNT00955,TURF007,Fencing Repair,2024-05-08,STF0078,5000,2,Scheduled,Pre-season prep
MNT00956,TURF024,Floodlight Repair,2025-11-28,STF0028,500,3,Completed,Scheduled upkeep
MNT00957,TURF020,Floodlight Repair,2025-01-11,STF0061,2000,2,Completed,Scheduled upkeep
MNT00958,TURF012,Turf Mowing,2026-04-28,STF0050,8000,4,Scheduled,Customer complaint follow-up
MNT00959,TURF013,Drainage Check,2024-10-17,STF0050,500,6,Completed,Urgent repair
MNT00960,TURF027,Drainage Check,2024-12-23,STF0048,5000,1,Scheduled,Urgent repair
MNT00961,TURF028,Pitch Rolling,2025-02-28,STF0126,8000,8,Completed,Customer complaint follow-up
MNT00962,TURF009,Fencing Repair,2024-05-31,STF0087,12000,2,Completed,Pre-season prep
MNT00963,TURF048,Line Marking,2024-09-23,STF0083,12000,2,Completed,Pre-season prep
MNT00964,TURF009,Turf Mowing,2024-11-13,STF0034,1500,3,Completed,Customer complaint follow-up
MNT00965,TURF015,Turf Mowing,2024-01-29,STF0075,2000,4,Completed,Customer complaint follow-up
MNT00966,TURF046,Cleaning,2024-08-02,STF0122,2000,4,Completed,Pre-season prep
MNT00967,TURF007,Cleaning,2024-08-09,STF0013,3000,3,Completed,Scheduled upkeep
MNT00968,TURF040,Floodlight Repair,2026-01-03,STF0011,8000,3,Completed,Urgent repair
MNT00969,TURF018,Net Replacement,2024-04-10,STF0011,5000,8,Scheduled,Scheduled upkeep
MNT00970,TURF039,Pitch Rolling,2025-07-25,STF0093,5000,2,Completed,Customer complaint follow-up
MNT00971,TURF047,Pitch Rolling,2025-01-01,STF0033,1500,3,Completed,Customer complaint follow-up
MNT00972,TURF019,Floodlight Repair,2024-03-08,STF0123,1500,1,Completed,Pre-season prep
MNT00973,TURF021,Net Replacement,2024-03-21,STF0061,500,6,Completed,Scheduled upkeep
MNT00974,TURF014,Painting,2024-08-12,STF0071,2000,1,In Progress,Urgent repair
MNT00975,TURF021,Floodlight Repair,2025-06-29,STF0061,1000,1,Completed,Routine check
MNT00976,TURF018,Painting,2025-02-23,STF0101,5000,8,In Progress,Urgent repair
MNT00977,TURF038,Line Marking,2024-08-18,STF0101,3000,2,Completed,Scheduled upkeep
MNT00978,TURF017,Equipment Servicing,2025-02-10,STF0130,8000,8,Scheduled,Customer complaint follow-up
MNT00979,TURF019,Fencing Repair,2026-03-11,STF0048,1000,4,Completed,Pre-season prep
MNT00980,TURF017,Fencing Repair,2026-03-31,STF0023,8000,6,Scheduled,Urgent repair
MNT00981,TURF032,Cleaning,2024-12-09,STF0087,12000,1,Completed,Customer complaint follow-up
MNT00982,TURF001,Turf Mowing,2026-04-05,STF0026,5000,2,In Progress,Routine check
MNT00983,TURF025,Line Marking,2025-04-14,STF0106,8000,6,Completed,Routine check
MNT00984,TURF029,Net Replacement,2026-04-05,STF0029,5000,3,In Progress,Customer complaint follow-up
MNT00985,TURF046,Pitch Rolling,2024-05-28,STF0075,12000,1,Completed,Customer complaint follow-up
MNT00986,TURF035,Net Replacement,2024-11-07,STF0025,1500,6,Completed,Scheduled upkeep
MNT00987,TURF036,Equipment Servicing,2026-01-22,STF0087,8000,4,Completed,Routine check
MNT00988,TURF009,Pitch Rolling,2025-05-26,STF0011,3000,2,Scheduled,Customer complaint follow-up
MNT00989,TURF047,Drainage Check,2026-04-22,STF0023,1500,6,Completed,Scheduled upkeep
MNT00990,TURF021,Turf Mowing,2025-10-08,STF0087,2000,6,Completed,Scheduled upkeep
MNT00991,TURF006,Drainage Check,2025-07-13,STF0139,12000,3,Completed,Scheduled upkeep
MNT00992,TURF005,Cleaning,2024-10-15,STF0048,8000,6,In Progress,Routine check
MNT00993,TURF032,Painting,2025-06-19,STF0009,2000,4,In Progress,Pre-season prep
MNT00994,TURF027,Equipment Servicing,2025-05-15,STF0087,8000,3,Scheduled,Scheduled upkeep
MNT00995,TURF021,Cleaning,2025-04-28,STF0029,12000,6,Scheduled,Customer complaint follow-up
MNT00996,TURF013,Line Marking,2024-11-29,STF0011,1500,8,In Progress,Customer complaint follow-up
MNT00997,TURF044,Drainage Check,2024-12-16,STF0150,8000,4,Completed,Pre-season prep
MNT00998,TURF009,Equipment Servicing,2026-06-06,STF0083,12000,2,Completed,Routine check
MNT00999,TURF009,Turf Mowing,2024-12-19,STF0013,500,2,Completed,Urgent repair
MNT01000,TURF049,Fencing Repair,2024-11-21,STF0004,500,1,Completed,Routine check
MNT01001,TURF017,Line Marking,2024-06-24,STF0065,3000,1,Completed,Urgent repair
MNT01002,TURF023,Floodlight Repair,2024-09-25,STF0029,8000,4,Completed,Pre-season prep
MNT01003,TURF011,Line Marking,2026-01-26,STF0069,1500,6,Completed,Scheduled upkeep
MNT01004,TURF019,Line Marking,2025-10-29,STF0033,3000,3,Completed,Urgent repair
MNT01005,TURF021,Painting,2024-02-02,STF0024,2000,8,Completed,Scheduled upkeep
MNT01006,TURF001,Net Replacement,2026-01-15,STF0122,500,2,Completed,Urgent repair
MNT01007,TURF025,Cleaning,2024-01-31,STF0113,3000,3,Completed,Pre-season prep
MNT01008,TURF029,Painting,2025-01-20,STF0119,2000,3,Completed,Customer complaint follow-up
MNT01009,TURF010,Fencing Repair,2026-05-11,STF0119,5000,1,Completed,Scheduled upkeep
MNT01010,TURF044,Net Replacement,2024-02-20,STF0002,2000,2,Completed,Customer complaint follow-up
MNT01011,TURF008,Painting,2026-03-02,STF0139,1000,4,Completed,Urgent repair
MNT01012,TURF035,Drainage Check,2025-12-10,STF0119,8000,8,Completed,Customer complaint follow-up
MNT01013,TURF050,Cleaning,2024-03-04,STF0051,1500,8,Scheduled,Urgent repair
MNT01014,TURF048,Equipment Servicing,2025-05-18,STF0123,3000,4,Completed,Customer complaint follow-up
MNT01015,TURF044,Drainage Check,2026-04-13,STF0105,1500,2,Scheduled,Scheduled upkeep
MNT01016,TURF050,Floodlight Repair,2025-02-26,STF0059,8000,3,Completed,Customer complaint follow-up
MNT01017,TURF023,Net Replacement,2025-10-04,STF0051,12000,4,Completed,Routine check
MNT01018,TURF005,Line Marking,2024-07-20,STF0122,5000,3,Completed,Routine check
MNT01019,TURF050,Line Marking,2024-10-16,STF0023,1000,3,Completed,Pre-season prep
MNT01020,TURF042,Floodlight Repair,2025-02-23,STF0020,12000,2,Scheduled,Urgent repair
MNT01021,TURF042,Net Replacement,2025-07-14,STF0047,500,6,Completed,Pre-season prep
MNT01022,TURF006,Net Replacement,2026-03-24,STF0047,2000,6,Completed,Routine check
MNT01023,TURF001,Floodlight Repair,2026-03-09,STF0061,5000,1,Completed,Urgent repair
MNT01024,TURF014,Pitch Rolling,2024-09-18,STF0020,8000,6,Completed,Routine check
MNT01025,TURF016,Drainage Check,2026-04-13,STF0122,5000,2,Completed,Scheduled upkeep
MNT01026,TURF001,Turf Mowing,2024-12-23,STF0069,3000,2,Completed,Urgent repair
MNT01027,TURF026,Drainage Check,2026-01-26,STF0078,1000,8,Scheduled,Customer complaint follow-up
MNT01028,TURF022,Floodlight Repair,2024-08-01,STF0050,1500,1,In Progress,Pre-season prep
MNT01029,TURF016,Fencing Repair,2024-01-29,STF0009,12000,2,Completed,Scheduled upkeep
MNT01030,TURF020,Cleaning,2025-08-05,STF0100,8000,6,Completed,Scheduled upkeep
MNT01031,TURF036,Painting,2025-03-01,STF0097,1000,2,Completed,Pre-season prep
MNT01032,TURF008,Cleaning,2024-06-10,STF0113,2000,4,Scheduled,Urgent repair
MNT01033,TURF038,Drainage Check,2026-05-02,STF0075,8000,2,Scheduled,Scheduled upkeep
MNT01034,TURF015,Floodlight Repair,2025-11-21,STF0095,12000,6,Completed,Scheduled upkeep
MNT01035,TURF042,Fencing Repair,2025-02-05,STF0004,1000,4,Completed,Urgent repair
MNT01036,TURF005,Floodlight Repair,2024-10-28,STF0025,8000,1,Completed,Urgent repair
MNT01037,TURF005,Turf Mowing,2026-03-22,STF0113,2000,2,Completed,Urgent repair
MNT01038,TURF022,Net Replacement,2025-01-03,STF0063,500,2,Completed,Pre-season prep
MNT01039,TURF036,Cleaning,2025-09-29,STF0013,2000,3,In Progress,Customer complaint follow-up
MNT01040,TURF025,Fencing Repair,2024-08-26,STF0105,1500,6,Completed,Urgent repair
MNT01041,TURF023,Net Replacement,2024-12-21,STF0013,12000,6,Completed,Customer complaint follow-up
MNT01042,TURF032,Line Marking,2025-03-06,STF0070,3000,8,Completed,Urgent repair
MNT01043,TURF046,Drainage Check,2024-09-27,STF0028,2000,6,Completed,Scheduled upkeep
MNT01044,TURF008,Painting,2025-10-20,STF0105,2000,2,In Progress,Pre-season prep
MNT01045,TURF040,Equipment Servicing,2024-06-13,STF0029,1500,8,Completed,Pre-season prep
MNT01046,TURF029,Painting,2024-05-19,STF0097,2000,1,Completed,Scheduled upkeep
MNT01047,TURF004,Floodlight Repair,2026-05-11,STF0009,2000,2,Completed,Pre-season prep
MNT01048,TURF013,Line Marking,2026-01-06,STF0047,8000,1,Completed,Pre-season prep
MNT01049,TURF042,Pitch Rolling,2024-02-05,STF0139,500,3,Completed,Pre-season prep
MNT01050,TURF047,Pitch Rolling,2025-01-01,STF0101,1500,4,Completed,Urgent repair
MNT01051,TURF008,Fencing Repair,2024-01-13,STF0013,3000,1,Completed,Customer complaint follow-up
MNT01052,TURF028,Fencing Repair,2025-11-30,STF0051,5000,2,Completed,Routine check
MNT01053,TURF029,Drainage Check,2025-01-03,STF0026,8000,1,Scheduled,Pre-season prep
MNT01054,TURF013,Fencing Repair,2025-11-21,STF0147,3000,4,Completed,Scheduled upkeep
MNT01055,TURF042,Equipment Servicing,2025-01-17,STF0033,3000,4,Completed,Urgent repair
MNT01056,TURF017,Painting,2025-03-08,STF0065,500,3,Scheduled,Urgent repair
MNT01057,TURF028,Fencing Repair,2025-03-10,STF0029,1500,4,Scheduled,Customer complaint follow-up
MNT01058,TURF029,Line Marking,2025-01-22,STF0029,1000,6,Completed,Pre-season prep
MNT01059,TURF039,Fencing Repair,2024-12-13,STF0129,8000,8,Completed,Scheduled upkeep
MNT01060,TURF002,Cleaning,2024-02-17,STF0119,500,3,Completed,Pre-season prep
MNT01061,TURF029,Turf Mowing,2025-11-03,STF0034,1500,3,Completed,Scheduled upkeep
MNT01062,TURF013,Cleaning,2025-08-19,STF0048,3000,4,Completed,Pre-season prep
MNT01063,TURF002,Net Replacement,2024-02-15,STF0070,2000,6,Completed,Pre-season prep
MNT01064,TURF030,Floodlight Repair,2026-02-05,STF0083,8000,3,Scheduled,Customer complaint follow-up
MNT01065,TURF045,Floodlight Repair,2025-10-26,STF0095,500,1,Scheduled,Pre-season prep
MNT01066,TURF036,Floodlight Repair,2024-08-19,STF0024,8000,6,In Progress,Pre-season prep
MNT01067,TURF025,Floodlight Repair,2025-10-19,STF0100,500,4,Completed,Pre-season prep
MNT01068,TURF017,Painting,2024-07-20,STF0025,5000,2,Completed,Scheduled upkeep
MNT01069,TURF046,Equipment Servicing,2026-06-03,STF0025,8000,1,Scheduled,Urgent repair
MNT01070,TURF005,Net Replacement,2025-01-16,STF0047,3000,8,Completed,Urgent repair
MNT01071,TURF047,Equipment Servicing,2024-09-17,STF0147,2000,8,In Progress,Customer complaint follow-up
MNT01072,TURF008,Cleaning,2025-05-18,STF0033,5000,8,Scheduled,Pre-season prep
MNT01073,TURF036,Pitch Rolling,2025-05-01,STF0070,1000,4,Completed,Pre-season prep
MNT01074,TURF005,Pitch Rolling,2025-11-11,STF0009,5000,4,In Progress,Customer complaint follow-up
MNT01075,TURF027,Equipment Servicing,2026-03-21,STF0069,8000,6,Completed,Pre-season prep
MNT01076,TURF036,Net Replacement,2025-06-26,STF0113,12000,2,Completed,Urgent repair
MNT01077,TURF023,Floodlight Repair,2024-11-16,STF0147,1000,1,Scheduled,Routine check
MNT01078,TURF019,Drainage Check,2025-05-22,STF0100,5000,1,Completed,Routine check
MNT01079,TURF040,Pitch Rolling,2026-05-06,STF0097,3000,6,In Progress,Pre-season prep
MNT01080,TURF013,Drainage Check,2024-11-24,STF0033,1500,2,Completed,Pre-season prep
MNT01081,TURF006,Painting,2025-04-16,STF0029,1000,6,Completed,Urgent repair
MNT01082,TURF023,Equipment Servicing,2024-09-04,STF0026,500,1,Completed,Pre-season prep
MNT01083,TURF041,Fencing Repair,2026-06-10,STF0083,2000,8,Completed,Routine check
MNT01084,TURF028,Cleaning,2025-11-13,STF0069,3000,4,Completed,Pre-season prep
MNT01085,TURF047,Pitch Rolling,2024-10-19,STF0087,500,4,Completed,Pre-season prep
MNT01086,TURF036,Painting,2025-02-15,STF0050,1500,2,Completed,Pre-season prep
MNT01087,TURF026,Turf Mowing,2024-05-20,STF0051,8000,3,Completed,Customer complaint follow-up
MNT01088,TURF049,Equipment Servicing,2026-05-25,STF0097,5000,4,Completed,Pre-season prep
MNT01089,TURF048,Line Marking,2025-11-07,STF0113,3000,2,Completed,Scheduled upkeep
MNT01090,TURF037,Pitch Rolling,2024-11-19,STF0013,1500,3,Completed,Customer complaint follow-up
MNT01091,TURF021,Equipment Servicing,2025-12-28,STF0013,2000,3,Completed,Scheduled upkeep
MNT01092,TURF028,Line Marking,2025-08-09,STF0051,500,1,Completed,Urgent repair
MNT01093,TURF036,Turf Mowing,2025-01-28,STF0047,1000,8,Completed,Scheduled upkeep
MNT01094,TURF017,Pitch Rolling,2024-12-25,STF0034,1000,2,Scheduled,Pre-season prep
MNT01095,TURF046,Pitch Rolling,2024-11-12,STF0071,3000,1,Completed,Scheduled upkeep
MNT01096,TURF047,Floodlight Repair,2025-04-25,STF0122,5000,6,In Progress,Urgent repair
MNT01097,TURF017,Floodlight Repair,2025-09-03,STF0100,2000,3,Completed,Scheduled upkeep
MNT01098,TURF023,Pitch Rolling,2024-10-25,STF0029,3000,1,Completed,Routine check
MNT01099,TURF040,Painting,2026-04-11,STF0009,3000,4,Completed,Pre-season prep
MNT01100,TURF046,Line Marking,2025-11-26,STF0065,1500,2,Completed,Customer complaint follow-up
MNT01101,TURF009,Drainage Check,2026-05-06,STF0063,1000,2,Completed,Scheduled upkeep
MNT01102,TURF011,Equipment Servicing,2024-09-08,STF0051,500,4,Scheduled,Urgent repair
MNT01103,TURF007,Cleaning,2024-05-04,STF0026,12000,6,Completed,Customer complaint follow-up
MNT01104,TURF005,Drainage Check,2025-08-13,STF0095,8000,8,Scheduled,Urgent repair
MNT01105,TURF004,Net Replacement,2026-01-25,STF0063,1500,2,Completed,Routine check
MNT01106,TURF036,Turf Mowing,2025-06-21,STF0024,1000,8,Completed,Urgent repair
MNT01107,TURF009,Floodlight Repair,2025-02-11,STF0113,1000,1,Completed,Pre-season prep
MNT01108,TURF028,Painting,2025-08-17,STF0150,8000,3,Completed,Pre-season prep
MNT01109,TURF008,Turf Mowing,2025-02-05,STF0023,8000,6,Completed,Customer complaint follow-up
MNT01110,TURF040,Net Replacement,2024-01-20,STF0134,8000,2,In Progress,Pre-season prep
MNT01111,TURF036,Line Marking,2026-04-24,STF0020,3000,8,Scheduled,Customer complaint follow-up
MNT01112,TURF043,Cleaning,2026-01-31,STF0026,8000,1,Completed,Scheduled upkeep
MNT01113,TURF035,Net Replacement,2026-01-27,STF0112,5000,8,Scheduled,Pre-season prep
MNT01114,TURF043,Equipment Servicing,2024-10-29,STF0036,12000,2,Scheduled,Pre-season prep
MNT01115,TURF017,Cleaning,2026-04-23,STF0025,5000,2,Completed,Scheduled upkeep
MNT01116,TURF010,Floodlight Repair,2024-11-18,STF0139,1000,2,Scheduled,Scheduled upkeep
MNT01117,TURF020,Net Replacement,2026-03-24,STF0048,1500,8,Completed,Customer complaint follow-up
MNT01118,TURF025,Painting,2025-09-21,STF0030,12000,2,Completed,Scheduled upkeep
MNT01119,TURF009,Cleaning,2025-08-05,STF0029,12000,6,Completed,Pre-season prep
MNT01120,TURF026,Line Marking,2025-01-21,STF0048,1000,4,In Progress,Scheduled upkeep
MNT01121,TURF033,Line Marking,2024-03-09,STF0112,12000,2,Completed,Scheduled upkeep
MNT01122,TURF024,Cleaning,2024-01-15,STF0034,8000,4,Completed,Pre-season prep
MNT01123,TURF012,Painting,2024-02-11,STF0100,1500,8,Completed,Pre-season prep
MNT01124,TURF006,Line Marking,2026-02-27,STF0059,8000,3,Completed,Customer complaint follow-up
MNT01125,TURF044,Painting,2025-10-24,STF0002,8000,3,Completed,Customer complaint follow-up
MNT01126,TURF048,Drainage Check,2024-05-23,STF0112,1500,4,Completed,Customer complaint follow-up
MNT01127,TURF028,Drainage Check,2026-04-01,STF0126,8000,6,In Progress,Routine check
MNT01128,TURF025,Turf Mowing,2026-04-16,STF0061,500,3,In Progress,Pre-season prep
MNT01129,TURF024,Net Replacement,2025-10-17,STF0078,500,3,Scheduled,Customer complaint follow-up
MNT01130,TURF006,Net Replacement,2026-06-12,STF0013,500,3,Completed,Urgent repair
MNT01131,TURF038,Floodlight Repair,2025-07-19,STF0069,500,6,Completed,Routine check
MNT01132,TURF041,Line Marking,2025-04-14,STF0093,12000,3,Completed,Urgent repair
MNT01133,TURF019,Pitch Rolling,2025-08-13,STF0070,1500,6,In Progress,Customer complaint follow-up
MNT01134,TURF012,Net Replacement,2025-02-04,STF0063,8000,3,In Progress,Pre-season prep
MNT01135,TURF045,Line Marking,2024-08-24,STF0119,5000,4,Completed,Pre-season prep
MNT01136,TURF047,Floodlight Repair,2024-04-02,STF0071,8000,1,Completed,Routine check
MNT01137,TURF040,Painting,2025-06-14,STF0126,1500,4,Completed,Scheduled upkeep
MNT01138,TURF025,Turf Mowing,2024-07-20,STF0138,1500,6,Completed,Customer complaint follow-up
MNT01139,TURF045,Line Marking,2025-04-18,STF0041,1500,6,Completed,Customer complaint follow-up
MNT01140,TURF029,Equipment Servicing,2025-06-08,STF0026,1000,4,Completed,Routine check
MNT01141,TURF005,Equipment Servicing,2025-01-07,STF0109,8000,4,Completed,Urgent repair
MNT01142,TURF013,Painting,2025-11-29,STF0041,12000,1,Completed,Scheduled upkeep
MNT01143,TURF033,Drainage Check,2025-04-10,STF0122,1500,3,Completed,Customer complaint follow-up
MNT01144,TURF028,Floodlight Repair,2024-04-15,STF0039,1000,8,Completed,Scheduled upkeep
MNT01145,TURF029,Painting,2025-06-22,STF0083,2000,2,Completed,Routine check
MNT01146,TURF012,Pitch Rolling,2024-12-03,STF0100,12000,2,Completed,Scheduled upkeep
MNT01147,TURF023,Line Marking,2025-06-21,STF0101,12000,6,Completed,Pre-season prep
MNT01148,TURF008,Cleaning,2024-06-05,STF0013,1500,1,Completed,Urgent repair
MNT01149,TURF029,Turf Mowing,2024-07-17,STF0033,3000,8,Completed,Scheduled upkeep
MNT01150,TURF033,Turf Mowing,2024-05-27,STF0023,2000,4,Completed,Urgent repair
MNT01151,TURF043,Net Replacement,2025-04-30,STF0109,2000,8,Completed,Routine check
MNT01152,TURF037,Drainage Check,2024-08-07,STF0097,500,8,Scheduled,Scheduled upkeep
MNT01153,TURF026,Drainage Check,2026-02-10,STF0087,2000,1,Completed,Routine check
MNT01154,TURF040,Floodlight Repair,2025-12-30,STF0123,3000,4,Completed,Pre-season prep
MNT01155,TURF028,Line Marking,2024-11-19,STF0150,3000,3,In Progress,Pre-season prep
MNT01156,TURF042,Painting,2025-05-29,STF0029,1000,6,Completed,Customer complaint follow-up
MNT01157,TURF033,Drainage Check,2024-06-14,STF0130,1500,2,Completed,Urgent repair
MNT01158,TURF006,Painting,2025-12-13,STF0041,2000,1,Completed,Customer complaint follow-up
MNT01159,TURF006,Fencing Repair,2025-11-08,STF0031,8000,1,Completed,Customer complaint follow-up
MNT01160,TURF042,Drainage Check,2025-05-14,STF0069,12000,2,Completed,Urgent repair
MNT01161,TURF039,Net Replacement,2025-09-24,STF0119,1500,6,Completed,Customer complaint follow-up
